sourceKey,sourcePlayerId,externalId,name,displayName,position,nflTeam,yearsPro,statusCode,statusText,isRestricted,school,draftYear,overallPick,round,pickInRound,projectedNflTeam,projectedNflTeamAbbr,pickOwnerRaw,pickAcquiredFrom,isCompPick,source,sourceUrl,isFantasyPosition
mock-rookie-class-2026,2026-065-derrick-moore-edge,2026-065-derrick-moore-edge,Derrick Moore,Derrick Moore,EDGE,ARI,0,ROOKIE,2026 rookie mock class,false,Michigan,2026,65,3,1,Arizona Cardinals,ARI,Arizona Cardinals,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-066-josiah-trotter-lb,2026-066-josiah-trotter-lb,Josiah Trotter,Josiah Trotter,LB,TEN,0,ROOKIE,2026 rookie mock class,false,Missouri,2026,66,3,2,Tennessee Titans,TEN,Tennessee Titans,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-067-ted-hurst-wr,2026-067-ted-hurst-wr,Ted Hurst,Ted Hurst,WR,LV,0,ROOKIE,2026 rookie mock class,false,Georgia State,2026,67,3,3,Las Vegas Raiders,LV,Las Vegas Raiders,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-068-keyron-crawford-edge,2026-068-keyron-crawford-edge,Keyron Crawford,Keyron Crawford,EDGE,PHI,0,ROOKIE,2026 rookie mock class,false,Auburn,2026,68,3,4,Philadelphia Eagles,PHI,Philadelphia Eagles (F. NYJ),New York Jets,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-069-aj-haulcy-s,2026-069-aj-haulcy-s,AJ Haulcy,AJ Haulcy,S,HOU,0,ROOKIE,2026 rookie mock class,false,LSU,2026,69,3,5,Houston Texans,HOU,Houston Texans (F. NYG),New York Giants,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-070-caleb-tiernan-ot,2026-070-caleb-tiernan-ot,Caleb Tiernan,Caleb Tiernan,OT,CLE,0,ROOKIE,2026 rookie mock class,false,Northwestern,2026,70,3,6,Cleveland Browns,CLE,Cleveland Browns,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-071-jadarian-price-rb,2026-071-jadarian-price-rb,Jadarian Price,Jadarian Price,RB,WSH,0,ROOKIE,2026 rookie mock class,false,Notre Dame,2026,71,3,7,Washington Commanders,WSH,Washington Commanders,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-072-deion-burks-wr,2026-072-deion-burks-wr,Deion Burks,Deion Burks,WR,CIN,0,ROOKIE,2026 rookie mock class,false,Oklahoma,2026,72,3,8,Cincinnati Bengals,CIN,Cincinnati Bengals,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-073-keith-abney-ii-cb,2026-073-keith-abney-ii-cb,Keith Abney II,Keith Abney II,CB,NO,0,ROOKIE,2026 rookie mock class,false,Arizona State,2026,73,3,9,New Orleans Saints,NO,New Orleans Saints,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-074-antonio-williams-wr,2026-074-antonio-williams-wr,Antonio Williams,Antonio Williams,WR,KC,0,ROOKIE,2026 rookie mock class,false,Clemson,2026,74,3,10,Kansas City Chiefs,KC,Kansas City Chiefs,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-075-dani-dennis-sutton-edge,2026-075-dani-dennis-sutton-edge,Dani Dennis-Sutton,Dani Dennis-Sutton,EDGE,MIA,0,ROOKIE,2026 rookie mock class,false,Penn State,2026,75,3,11,Miami Dolphins,MIA,Miami Dolphins,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-076-cole-payton-qb,2026-076-cole-payton-qb,Cole Payton,Cole Payton,QB,PIT,0,ROOKIE,2026 rookie mock class,false,North Dakota State,2026,76,3,12,Pittsburgh Steelers,PIT,Pittsburgh Steelers (F. DAL),Dallas Cowboys,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-077-max-klare-te,2026-077-max-klare-te,Max Klare,Max Klare,TE,TB,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,77,3,13,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-078-chris-mcclellan-dl,2026-078-chris-mcclellan-dl,Chris McClellan,Chris McClellan,DL,IND,0,ROOKIE,2026 rookie mock class,false,Missouri,2026,78,3,14,Indianapolis Colts,IND,Indianapolis Colts,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-079-malik-muhammad-cb,2026-079-malik-muhammad-cb,Malik Muhammad,Malik Muhammad,CB,ATL,0,ROOKIE,2026 rookie mock class,false,Texas,2026,79,3,15,Atlanta Falcons,ATL,Atlanta Falcons,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-080-bryce-lance-wr,2026-080-bryce-lance-wr,Bryce Lance,Bryce Lance,WR,BAL,0,ROOKIE,2026 rookie mock class,false,North Dakota State,2026,80,3,16,Baltimore Ravens,BAL,Baltimore Ravens,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-081-bud-clark-s,2026-081-bud-clark-s,Bud Clark,Bud Clark,S,JAX,0,ROOKIE,2026 rookie mock class,false,TCU,2026,81,3,17,Jacksonville Jaguars,JAX,Jacksonville Jaguars (F. DET),Detroit Lions,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-082-devin-moore-cb,2026-082-devin-moore-cb,Devin Moore,Devin Moore,CB,MIN,0,ROOKIE,2026 rookie mock class,false,Florida,2026,82,3,18,Minnesota Vikings,MIN,Minnesota Vikings,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-083-malachi-lawrence-edge,2026-083-malachi-lawrence-edge,Malachi Lawrence,Malachi Lawrence,EDGE,CAR,0,ROOKIE,2026 rookie mock class,false,UCF,2026,83,3,19,Carolina Panthers,CAR,Carolina Panthers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-084-domonique-orange-dl,2026-084-domonique-orange-dl,Domonique Orange,Domonique Orange,DL,GB,0,ROOKIE,2026 rookie mock class,false,Iowa State,2026,84,3,20,Green Bay Packers,GB,Green Bay Packers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-085-malachi-fields-wr,2026-085-malachi-fields-wr,Malachi Fields,Malachi Fields,WR,PIT,0,ROOKIE,2026 rookie mock class,false,Notre Dame,2026,85,3,21,Pittsburgh Steelers,PIT,Pittsburgh Steelers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-086-austin-barber-ot,2026-086-austin-barber-ot,Austin Barber,Austin Barber,OT,LAC,0,ROOKIE,2026 rookie mock class,false,Florida,2026,86,3,22,Los Angeles Chargers,LAC,Los Angeles Chargers,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-087-michael-trigg-te,2026-087-michael-trigg-te,Michael Trigg,Michael Trigg,TE,MIA,0,ROOKIE,2026 rookie mock class,false,Baylor,2026,87,3,23,Miami Dolphins,MIA,Miami Dolphins (F. PHI),Philadelphia Eagles,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-088-darrell-jackson-jr-dl,2026-088-darrell-jackson-jr-dl,Darrell Jackson Jr.,Darrell Jackson Jr.,DL,JAX,0,ROOKIE,2026 rookie mock class,false,Florida State,2026,88,3,24,Jacksonville Jaguars,JAX,Jacksonville Jaguars,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-089-jake-golday-lb,2026-089-jake-golday-lb,Jake Golday,Jake Golday,LB,CHI,0,ROOKIE,2026 rookie mock class,false,Cincinnati,2026,89,3,25,Chicago Bears,CHI,Chicago Bears,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-090-jake-slaughter-iol,2026-090-jake-slaughter-iol,Jake Slaughter,Jake Slaughter,IOL,MIA,0,ROOKIE,2026 rookie mock class,false,Florida,2026,90,3,26,Miami Dolphins,MIA,Miami Dolphins (F. HOU),Houston Texans,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-091-kaleb-elarms-orr-lb,2026-091-kaleb-elarms-orr-lb,Kaleb Elarms-Orr,Kaleb Elarms-Orr,LB,BUF,0,ROOKIE,2026 rookie mock class,false,TCU,2026,91,3,27,Buffalo Bills,BUF,Buffalo Bills,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-092-skyler-bell-wr,2026-092-skyler-bell-wr,Skyler Bell,Skyler Bell,WR,DAL,0,ROOKIE,2026 rookie mock class,false,UConn,2026,92,3,28,Dallas Cowboys,DAL,Dallas Cowboys (F. SF),San Francisco 49ers,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-093-dametrious-crownover-ot,2026-093-dametrious-crownover-ot,Dametrious Crownover,Dametrious Crownover,OT,LAR,0,ROOKIE,2026 rookie mock class,false,Texas A&M,2026,93,3,29,Los Angeles Rams,LAR,Los Angeles Rams,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-094-will-lee-iii-cb,2026-094-will-lee-iii-cb,Will Lee III,Will Lee III,CB,MIA,0,ROOKIE,2026 rookie mock class,false,Texas A&M,2026,94,3,30,Miami Dolphins,MIA,Miami Dolphins (F. DEN),Denver Broncos,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-095-jakobi-lane-wr,2026-095-jakobi-lane-wr,Ja'Kobi Lane,Ja'Kobi Lane,WR,NE,0,ROOKIE,2026 rookie mock class,false,Southern Cal,2026,95,3,31,New England Patriots,NE,New England Patriots,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-096-caden-curry-edge,2026-096-caden-curry-edge,Caden Curry,Caden Curry,EDGE,SEA,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,96,3,32,Seattle Seahawks,SEA,Seattle Seahawks,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-097-zane-durant-dl,2026-097-zane-durant-dl,Zane Durant,Zane Durant,DL,MIN,0,ROOKIE,2026 rookie mock class,false,Penn State,2026,97,3,33,Minnesota Vikings,MIN,Minnesota Vikings*,,True,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-098-treydan-stukes-s,2026-098-treydan-stukes-s,Treydan Stukes,Treydan Stukes,S,PHI,0,ROOKIE,2026 rookie mock class,false,Arizona,2026,98,3,34,Philadelphia Eagles,PHI,Philadelphia Eagles*,,True,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-099-kamari-ramsey-s,2026-099-kamari-ramsey-s,Kamari Ramsey,Kamari Ramsey,S,PIT,0,ROOKIE,2026 rookie mock class,false,Southern Cal,2026,99,3,35,Pittsburgh Steelers,PIT,Pittsburgh Steelers*,,True,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,false
mock-rookie-class-2026,2026-100-brenen-thompson-wr,2026-100-brenen-thompson-wr,Brenen Thompson,Brenen Thompson,WR,JAX,0,ROOKIE,2026 rookie mock class,false,Mississippi State,2026,100,3,36,Jacksonville Jaguars,JAX,Jacksonville Jaguars (F. DET)*,Detroit Lions,True,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-2-3-brian/,true
mock-rookie-class-2026,2026-101-emmett-johnson-rb,2026-101-emmett-johnson-rb,Emmett Johnson,Emmett Johnson,RB,TEN,0,ROOKIE,2026 rookie mock class,false,Nebraska,2026,101,4,1,Tennessee Titans,TEN,TEN,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-102-joshua-josephs-edge,2026-102-joshua-josephs-edge,Joshua Josephs,Joshua Josephs,EDGE,LV,0,ROOKIE,2026 rookie mock class,false,Tennessee,2026,102,4,2,Las Vegas Raiders,LV,LV,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-103-tacario-davis-cb,2026-103-tacario-davis-cb,Tacario Davis,Tacario Davis,CB,NYJ,0,ROOKIE,2026 rookie mock class,false,Washington,2026,103,4,3,New York Jets,NYJ,NYJ,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-104-harold-perkins-jr-lb,2026-104-harold-perkins-jr-lb,Harold Perkins Jr,Harold Perkins Jr,LB,ARI,0,ROOKIE,2026 rookie mock class,false,LSU,2026,104,4,4,Arizona Cardinals,ARI,ARZ,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-105-drew-shelton-ot,2026-105-drew-shelton-ot,Drew Shelton,Drew Shelton,OT,NYG,0,ROOKIE,2026 rookie mock class,false,Penn State,2026,105,4,5,New York Giants,NYG,NYG,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-106-sam-hecht-iol,2026-106-sam-hecht-iol,Sam Hecht,Sam Hecht,IOL,HOU,0,ROOKIE,2026 rookie mock class,false,Kansas State,2026,106,4,6,Houston Texans,HOU,HOU (F. WSH),Washington Commanders,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-107-carson-beck-qb,2026-107-carson-beck-qb,Carson Beck,Carson Beck,QB,CLE,0,ROOKIE,2026 rookie mock class,false,Miami (FL),2026,107,4,7,Cleveland Browns,CLE,CLV,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-108-jack-endries-te,2026-108-jack-endries-te,Jack Endries,Jack Endries,TE,DEN,0,ROOKIE,2026 rookie mock class,false,Texas,2026,108,4,8,Denver Broncos,DEN,DEN (F. NO),New Orleans Saints,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-109-jonah-coleman-rb,2026-109-jonah-coleman-rb,Jonah Coleman,Jonah Coleman,RB,KC,0,ROOKIE,2026 rookie mock class,false,Washington,2026,109,4,9,Kansas City Chiefs,KC,KC,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-110-zakee-wheatley-s,2026-110-zakee-wheatley-s,Zakee Wheatley,Zakee Wheatley,S,CIN,0,ROOKIE,2026 rookie mock class,false,Penn State,2026,110,4,10,Cincinnati Bengals,CIN,CIN,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-111-tim-keenan-iii-dl,2026-111-tim-keenan-iii-dl,Tim Keenan III,Tim Keenan III,DL,DEN,0,ROOKIE,2026 rookie mock class,false,Alabama,2026,111,4,11,Denver Broncos,DEN,DEN (F. MIA),Miami Dolphins,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-112-nick-singleton-rb,2026-112-nick-singleton-rb,Nick Singleton,Nick Singleton,RB,DAL,0,ROOKIE,2026 rookie mock class,false,Penn State,2026,112,4,12,Dallas Cowboys,DAL,DAL,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-113-chris-bell-wr,2026-113-chris-bell-wr,Chris Bell,Chris Bell,WR,IND,0,ROOKIE,2026 rookie mock class,false,Louisville,2026,113,4,13,Indianapolis Colts,IND,IND,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-114-justin-joly-te,2026-114-justin-joly-te,Justin Joly,Justin Joly,TE,PHI,0,ROOKIE,2026 rookie mock class,false,NC State,2026,114,4,14,Philadelphia Eagles,PHI,PHI (F. ATL),Atlanta Falcons,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-115-garrett-nussmeier-qb,2026-115-garrett-nussmeier-qb,Garrett Nussmeier,Garrett Nussmeier,QB,BAL,0,ROOKIE,2026 rookie mock class,false,LSU,2026,115,4,15,Baltimore Ravens,BAL,BAL,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-116-davison-igbinosun-cb,2026-116-davison-igbinosun-cb,Davison Igbinosun,Davison Igbinosun,CB,TB,0,ROOKIE,2026 rookie mock class,false,Ohio State,2026,116,4,16,Tampa Bay Buccaneers,TB,TB,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-117-parker-brailsford-iol,2026-117-parker-brailsford-iol,Parker Brailsford,Parker Brailsford,IOL,LV,0,ROOKIE,2026 rookie mock class,false,Alabama,2026,117,4,17,Las Vegas Raiders,LV,LV (F. MIN),Minnesota Vikings,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-118-lt-overton-edge,2026-118-lt-overton-edge,LT Overton,LT Overton,EDGE,DET,0,ROOKIE,2026 rookie mock class,false,Alabama,2026,118,4,18,Detroit Lions,DET,DET,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-119-deontae-lawson-lb,2026-119-deontae-lawson-lb,Deontae Lawson,Deontae Lawson,LB,CAR,0,ROOKIE,2026 rookie mock class,false,Alabama,2026,119,4,19,Carolina Panthers,CAR,CAR,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-120-jc-davis-ot,2026-120-jc-davis-ot,JC Davis,JC Davis,OT,GB,0,ROOKIE,2026 rookie mock class,false,Illinois,2026,120,4,20,Green Bay Packers,GB,GB,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-121-jalen-farmer-iol,2026-121-jalen-farmer-iol,Jalen Farmer,Jalen Farmer,IOL,PIT,0,ROOKIE,2026 rookie mock class,false,Kentucky,2026,121,4,21,Pittsburgh Steelers,PIT,PIT,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-122-eric-mcalister-wr,2026-122-eric-mcalister-wr,Eric McAlister,Eric McAlister,WR,ATL,0,ROOKIE,2026 rookie mock class,false,TCU,2026,122,4,22,Atlanta Falcons,ATL,ATL (F. PHI),Philadelphia Eagles,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
mock-rookie-class-2026,2026-123-jaishawn-barham-edge,2026-123-jaishawn-barham-edge,Jaishawn Barham,Jaishawn Barham,EDGE,LAC,0,ROOKIE,2026 rookie mock class,false,Michigan,2026,123,4,23,Los Angeles Chargers,LAC,LAC,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-124-ephesians-prysock-cb,2026-124-ephesians-prysock-cb,Ephesians Prysock,Ephesians Prysock,CB,JAX,0,ROOKIE,2026 rookie mock class,false,Washington,2026,124,4,24,Jacksonville Jaguars,JAX,JAX,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-125-kage-casey-ot,2026-125-kage-casey-ot,Kage Casey,Kage Casey,OT,NE,0,ROOKIE,2026 rookie mock class,false,Boise State,2026,125,4,25,New England Patriots,NE,NE (F. CHI),Chicago Bears,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-126-rayshaun-benny-dl,2026-126-rayshaun-benny-dl,Rayshaun Benny,Rayshaun Benny,DL,BUF,0,ROOKIE,2026 rookie mock class,false,Michigan,2026,126,4,26,Buffalo Bills,BUF,BUF,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-127-demonte-capehart-dl,2026-127-demonte-capehart-dl,Demonte Capehart,Demonte Capehart,DL,SF,0,ROOKIE,2026 rookie mock class,false,Clemson,2026,127,4,27,San Francisco 49ers,SF,SF,,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,false
mock-rookie-class-2026,2026-128-kaytron-allen-rb,2026-128-kaytron-allen-rb,Kaytron Allen,Kaytron Allen,RB,DET,0,ROOKIE,2026 rookie mock class,false,Penn State,2026,128,4,28,Detroit Lions,DET,DET (F. HOU),Houston Texans,False,Draft Countdown 2026 NFL Mock Draft 7.0 (Brian),https://www.draftcountdown.com/nfl-mock-draft/2026-nfl-mock-draft-7-0-rounds-4-7-brian/,true
